#TE	Order	Superfamily	Clade	Complete	Strand	Domains
ATCOPIA86	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA87	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA88	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA89	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA8A	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA8B	LTR	Copia	Ale	no	+	RH|Ale GAG|Ale PROT|Ale INT|Ale RT|Ale
ATCOPIA9	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA90	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA91	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA92	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA93	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA94	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA95	LTR	Copia	TAR	no	+	PROT|TAR RH|TAR GAG|TAR INT|TAR
ATCOPIA96	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA97	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATGP1	LTR	Gypsy	Tekay	no	+	PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay GAG|Tekay
ATGP10	LTR	Gypsy	Tekay	no	+	RT|Tekay RH|Tekay PROT|Tekay INT|Tekay CHD|Tekay GAG|Tekay
ATGP2	LTR	Gypsy	Tekay	no	+	PROT|Tekay RT|Tekay GAG|Tekay RH|Tekay INT|Tekay CHD|Tekay
ATGP2N	LTR	Gypsy	Tekay	no	+	CHD|Tekay
ATGP3	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
ATGP5	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
ATGP6	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
ATGP7	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
ATGP8	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
ATGP9B	LTR	Gypsy	Reina	no	+	GAG|Reina
ATHILA	LTR	Gypsy	Athila	no	+	PROT|Athila GAG|Athila
ATHILA0_I	LTR	Gypsy	Athila	no	+	RT|Athila RH|Athila GAG|Athila PROT|Athila INT|Athila
ATHILA2	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
ATHILA3	LTR	Gypsy	Athila	no	+	PROT|Athila GAG|Athila
ATHILA4	LTR	Gypsy	Athila	no	+	PROT|Athila
ATHILA4C	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
ATHILA5	LTR	Gypsy	Athila	no	+	PROT|Athila GAG|Athila
ATHILA6A	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
ATHILA6B	LTR	Gypsy	Athila	no	+	GAG|Athila RT|Athila RH|Athila INT|Athila PROT|Athila
ATHILA7	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
ATHILA7A	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
ATHILA8A	LTR	Gypsy	Athila	no	+	PROT|Athila
ATHILA8B	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
ATLANTYS1	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
ATLANTYS2	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
ATLANTYS3	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand aRH|Retand INT|Retand
ATRE1	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ENDOVIR1	LTR	Copia	SIRE	yes	+	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
META1	LTR	Copia	Bianca	no	+	RH|Bianca
ROMANIAT5	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TA1-2	LTR	Copia	Tork	no	+	PROT|Tork INT|Tork RT|Tork RH|Tork
ATSINE4	SINE	unknown	unknown	unknown	+	SINE|SINE
RathE1_cons	SINE	unknown	unknown	unknown	+	SINE|SINE
RathE2_cons	SINE	unknown	unknown	unknown	+	SINE|SINE
RathE3_cons	SINE	unknown	unknown	unknown	+	SINE|SINE
